15:50:22, Fri Nov 27, 2015: User: mewing, xQuest Search Submitted from /IMSB/ra/mewing/8ProteinNewXquestMods.
18:42:19, Tue Jun 27, 2017: User: mfaini, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/mfaini/xlres/1703_2ABG_SCO_S1_cas_P8.
18:43:13, Tue Jun 27, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex12_DARXL/Federico_DARPins_GFP/DARXL_58A2/analysis/ANALYSISFOLDER.
18:46:28, Tue Jun 27, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex12_DARXL/Federico_DARPins_GFP/DARXL_58A1/analysis/ANALYSISFOLDER.
19:14:39, Tue Jun 27, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex12_DARXL/Federico_DARPins_GFP/DARXL_58A3_zerolength/analysis/ANALYSISFOLDER.
19:24:58, Tue Jun 27, 2017: User: mfaini, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/mfaini/xlres/1703_2ABG_SCO_S1_cas_P8.
9:59:13, Wed Jun 28, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex12_DARXL/Federico_DARPins_GFP/DARXL_58A1_zerolength/analysis/ANALYSISFOLDER.
10:26:5, Wed Jun 28, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex12_DARXL/Federico_DARPins_GFP/DARXL_58A3_zerolength/analysis/ANALYSISFOLDER.
15:11:16, Thu Jun 29, 2017: User: mfaini, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/mfaini/xlres/1703_2ABG_SCO_S1_cas_P8.
15:13:29, Thu Jun 29, 2017: User: mfaini, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/mfaini/xlres/1703_2ABG_SCO_S1_cas_P8.
16:39:21, Thu Jun 29, 2017: User: mfaini, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/mfaini/xlres/1703_2ABG_SCO_S1_cas_P8.
16:44:9, Thu Jun 29, 2017: User: mfaini, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/mfaini/xlres/1703_2ABG_SCO_S1_cas_P8.
17:45:31, Thu Jun 29, 2017: User: mfaini, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/mfaini/xlres/1703_2ABG_SCO_S1_cas_P8.
17:2:54, Mon Jul 3, 2017: User: aleitner, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/aleitner/Lumos_ZL-CID_May17.
16:22:51, Fri Jul 7, 2017: User: aleitner, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/aleitner/COST_BSA_testDSS.
14:22:42, Mon Jul 10, 2017: User: aleitner, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/aleitner/COST_BSA_testPDH.
16:50:30, Tue Jul 11, 2017: User: aleitner, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/aleitner/COST_BSA_testZL.
19:42:43, Wed Jul 12, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_5/ANALYSISFOLDER.
19:54:1, Wed Jul 12, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_7/ANALYSISFOLDER.
20:0:42, Wed Jul 12, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_8/ANALYSISFOLDER.
20:2:48, Wed Jul 12, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_9/ANALYSISFOLDER.
20:12:55, Wed Jul 12, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_10/ANALYSISFOLDER.
20:13:18, Wed Jul 12, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_11/ANALYSISFOLDER.
20:16:22, Wed Jul 12, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_12/ANALYSISFOLDER.
20:19:36, Wed Jul 12, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_13/ANALYSISFOLDER.
7:26:24, Thu Jul 13, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_14/ANALYSISFOLDER.
7:31:2, Thu Jul 13, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_15/ANALYSISFOLDER.
7:39:9, Thu Jul 13, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_16/ANALYSISFOLDER.
7:39:44, Thu Jul 13, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_17/ANALYSISFOLDER.
8:54:52, Thu Jul 13, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_16/ANALYSISFOLDER.
10:23:34, Thu Jul 13, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_9/ANALYSISFOLDER.
10:28:3, Thu Jul 13, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_11/ANALYSISFOLDER.
10:37:49, Thu Jul 13, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_12/ANALYSISFOLDER.
10:40:59, Thu Jul 13, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_13/ANALYSISFOLDER.
10:50:11, Thu Jul 13, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_15/ANALYSISFOLDER.
11:39:52, Thu Jul 13, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_13/ANALYSISFOLDER.
11:45:45, Thu Jul 13, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_14/ANALYSISFOLDER.
11:49:47, Thu Jul 13, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_17/ANALYSISFOLDER.
11:51:30, Thu Jul 13, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_17/ANALYSISFOLDER.
18:22:45, Thu Jul 13, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_8/ANALYSISFOLDER.
14:42:54, Fri Jul 14, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_5/ANALYSISFOLDER.
14:50:29, Fri Jul 14, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_1/ANALYSISFOLDER.
14:56:13, Fri Jul 14, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_7/ANALYSISFOLDER.
14:58:24, Fri Jul 14, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_8/ANALYSISFOLDER.
15:0:21, Fri Jul 14, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_10/ANALYSISFOLDER.
15:15:17, Fri Jul 14, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_1/ANALYSISFOLDER.
15:15:47, Fri Jul 14, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_1/ANALYSISFOLDER.
15:19:11, Fri Jul 14, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_16/ANALYSISFOLDER.
15:24:45, Fri Jul 14, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_5/ANALYSISFOLDER.
15:25:58, Fri Jul 14, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_16/ANALYSISFOLDER.
15:32:27, Fri Jul 14, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_7/ANALYSISFOLDER.
15:38:23, Fri Jul 14, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_8/ANALYSISFOLDER.
15:45:52, Fri Jul 14, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_10/ANALYSISFOLDER.
15:53:44, Fri Jul 14, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_10/ANALYSISFOLDER.
15:56:3, Fri Jul 14, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_1/ANALYSISFOLDER.
15:57:8, Fri Jul 14, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_10/ANALYSISFOLDER.
16:2:25, Fri Jul 14, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_7/ANALYSISFOLDER.
8:32:4, Sat Jul 15, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_8/ANALYSISFOLDER.
8:45:18, Sat Jul 15, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_16/ANALYSISFOLDER.
8:58:34, Sat Jul 15, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_1/ANALYSISFOLDER.
16:40:2, Sat Jul 15, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_10/ANALYSISFOLDER.
11:13:24, Thu Jul 20, 2017: User: aleitner, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/aleitner/Gasdermin_Jul17.
12:42:48, Mon Jul 31, 2017: User: aleitner, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/aleitner/PXL_Puf6_U.
12:44:17, Mon Jul 31, 2017: User: aleitner, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/aleitner/PXL_Puf6_UU.
12:45:31, Mon Jul 31, 2017: User: aleitner, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/aleitner/PXL_Puf6_C.
13:24:45, Mon Jul 31, 2017: User: aleitner, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/aleitner/TRiC-p53_Apr17.
19:9:51, Tue Aug 1, 2017: User: mfaini, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/mfaini/xlres/1708_Cul4a_43p.
19:30:5, Tue Aug 1, 2017: User: mfaini, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/mfaini/xlres/1708_Cul4b_38p.
9:8:50, Wed Aug 2, 2017: User: mfaini, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/mfaini/xlres/1708_Cul4a_10p.
9:45:19, Wed Aug 2, 2017: User: mfaini, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/mfaini/xlres/1708_Cul4b_8p.
16:54:14, Thu Aug 3, 2017: User: aleitner, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/aleitner/Gasdermin_Jul17.
10:57:33, Sat Aug 5, 2017: User: mfaini, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/mfaini/xlres/1708_PRC_PA.
11:1:52, Sat Aug 5, 2017: User: mfaini, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/mfaini/xlres/1708_PRC_PAJs.
11:3:57, Sat Aug 5, 2017: User: mfaini, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/mfaini/xlres/1708_PRC_PAJ.
12:54:29, Sat Aug 5, 2017: User: mfaini, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/mfaini/xlres/1708_split_3s.
12:56:17, Sat Aug 5, 2017: User: mfaini, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/mfaini/xlres/1708_split_2s.
15:16:52, Sat Aug 5, 2017: User: mfaini, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/mfaini/xlres/1708_split_de15.
17:31:4, Sat Aug 5, 2017: User: mfaini, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/mfaini/xlres/1708_split_de20.
9:58:57, Sun Aug 6, 2017: User: mfaini, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/mfaini/xlres/1708_split_t16.
10:1:1, Sun Aug 6, 2017: User: mfaini, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/mfaini/xlres/1708_split_t16_de20.
12:40:27, Mon Aug 7, 2017: User: ulianaf, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/ulianaf/Experiment/Ex21_ABCB8/XQuest/analysis_ABC_20/ANALYSISFOLDER.
10:39:39, Wed Aug 16, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_01_BSA_DSS.
11:30:16, Wed Aug 16, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_01_BSA_DSS.
11:37:55, Wed Aug 16, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_01_BSA_DSS.
17:42:44, Wed Aug 16, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_SANDBOX.
17:56:9, Wed Aug 16, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_SANDBOX.
10:42:37, Thu Aug 17, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_01_BSA_DSS.
11:45:15, Thu Aug 17, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_02_BSA_PDH.
12:41:27, Thu Aug 17, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_02_BSA_PDH_ZeroLength.
16:42:45, Thu Aug 17, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_02_BSA_PDH_ZeroLength.
16:47:6, Thu Aug 17, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_02_BSA_PDH_ZeroLength.
16:50:19, Thu Aug 17, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_02_BSA_PDH_ZeroLength.
9:50:8, Fri Aug 18, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_02_BSA_PDH_ZeroLength.
11:24:23, Fri Aug 18, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/U.
11:26:44, Fri Aug 18, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/UU.
11:28:55, Fri Aug 18, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/CU.
11:31:3, Fri Aug 18, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/AUGU.
12:53:53, Fri Aug 18, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/AUGU.
12:53:53, Fri Aug 18, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/U.
12:53:53, Fri Aug 18, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/UU.
12:53:53, Fri Aug 18, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/CU.
12:56:33, Fri Aug 18, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/AUGU.
13:7:29, Fri Aug 18, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/AUGU.
13:8:49, Fri Aug 18, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/U.
13:10:7, Fri Aug 18, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/UU.
13:11:25, Fri Aug 18, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/CU.
16:6:6, Fri Aug 18, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_02_BSA_PDH_ZeroLength.
16:10:42, Fri Aug 18, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_02_BSA_PDH_ZeroLength.
16:12:20, Fri Aug 18, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_02_BSA_PDH_ZeroLength.
16:20:38, Fri Aug 18, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_02_BSA_PDH_ZeroLength.
17:23:46, Fri Aug 18, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_02_BSA_PDH_ZeroLength.
11:34:5, Tue Aug 22, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/Enriched/UU_Comb.
11:36:56, Tue Aug 22, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/Enriched/U_Comb.
11:39:57, Tue Aug 22, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/Enriched/CU_Comb.
11:42:59, Tue Aug 22, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/Enriched/AUGU_Comb.
11:49:31, Tue Aug 22, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_02_BSA_PDH_ZeroLength.
11:32:30, Wed Aug 23, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/Enriched/C.
11:36:52, Wed Aug 23, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/Enriched/CC.
11:41:14, Wed Aug 23, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/Enriched/CCC.
11:45:34, Wed Aug 23, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/Enriched/CCU.
11:50:11, Wed Aug 23, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/Enriched/CUU.
11:54:24, Wed Aug 23, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/Enriched/G_A.
11:58:46, Wed Aug 23, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/Enriched/GC_AC.
12:3:27, Wed Aug 23, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/Enriched/GCC_ACC.
12:11:22, Wed Aug 23, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/Enriched/GCU_ACU.
12:15:35, Wed Aug 23, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/Enriched/GG_AG_AA.
12:20:7, Wed Aug 23, 2017: User: sarnowsc, xQuest Search Submitted from /nfs/nas21.ethz.ch/nas/fs2102/biol_ibt_usr_s1/sarnowsc/2017_03_PTBP1/Enriched/GGC_AGC_AAC.
